Addr	OpCode	OpCode2	Op
0688	0100		CLEAR
0689	0110	0003	PUSH #0003
068b	0300		LoadAndInitModel(POP1)
068c	030c		EnterVehicle()
068d	0100		CLEAR
068e	0110	0014	PUSH #0014
0690	0110	0011	PUSH #0011
0692	0308		ActiveEntity.SetMeshCoordsXZ(POP2, POP1)
0693	0100		CLEAR
0694	0110	11d1	PUSH #11d1
0696	0110	18c9	PUSH #18c9
0698	0309		ActiveEntity.SetCoordsInMeshXZ(POP2, POP1)
0699	0200	083d	JUMP 083d
069b	0100		CLEAR
069c	011b	0006	PUSH GetSpecial(0006)
069e	0110	002b	PUSH #002b
06a0	0070		PUSH POP2 == POP1
06a1	0201	06b5	JUMPZ(POP1) 06b5
06a3	0100		CLEAR
06a4	0110	000b	PUSH #000b
06a6	0110	0010	PUSH #0010
06a8	0308		ActiveEntity.SetMeshCoordsXZ(POP2, POP1)
06a9	0100		CLEAR
06aa	0110	095a	PUSH #095a
06ac	0110	1074	PUSH #1074
06ae	0309		ActiveEntity.SetCoordsInMeshXZ(POP2, POP1)
06af	0100		CLEAR
06b0	0110	0080	PUSH #0080
06b2	0304		ActiveEntity.SetDirectionAndFacing(POP1)
06b3	0200	083d	JUMP 083d
06b5	0100		CLEAR
06b6	011b	0006	PUSH GetSpecial(0006)
06b8	0110	002c	PUSH #002c
06ba	0070		PUSH POP2 == POP1
06bb	0201	06cf	JUMPZ(POP1) 06cf
06bd	0100		CLEAR
06be	0110	000b	PUSH #000b
06c0	0110	000f	PUSH #000f
06c2	0308		ActiveEntity.SetMeshCoordsXZ(POP2, POP1)
06c3	0100		CLEAR
06c4	0110	0f70	PUSH #0f70
06c6	0110	0e98	PUSH #0e98
06c8	0309		ActiveEntity.SetCoordsInMeshXZ(POP2, POP1)
06c9	0100		CLEAR
06ca	0110	0000	PUSH #0000
06cc	0304		ActiveEntity.SetDirectionAndFacing(POP1)
06cd	0200	083d	JUMP 083d
06cf	0100		CLEAR
06d0	011b	0006	PUSH GetSpecial(0006)
06d2	0110	002d	PUSH #002d
06d4	0070		PUSH POP2 == POP1
06d5	0201	0709	JUMPZ(POP1) 0709
06d7	0100		CLEAR
06d8	0114	03fc	PUSH Bank0[007f].Bit(4)
06da	0201	0707	JUMPZ(POP1) 0707
06dc	0100		CLEAR
06dd	0114	03fd	PUSH Bank0[007f].Bit(5)
06df	0201	0707	JUMPZ(POP1) 0707
06e1	0100		CLEAR
06e2	0114	1c2f	PUSH Bank0[0385].Bit(7)
06e4	0201	06eb	JUMPZ(POP1) 06eb
06e6	0100		CLEAR
06e7	0110	0013	PUSH #0013
06e9	0300		LoadAndInitModel(POP1)
06ea	030c		EnterVehicle()
06eb	0100		CLEAR
06ec	0110	0003	PUSH #0003
06ee	0300		LoadAndInitModel(POP1)
06ef	030c		EnterVehicle()
06f0	0100		CLEAR
06f1	0114	1c2e	PUSH Bank0[0385].Bit(6)
06f3	0201	0707	JUMPZ(POP1) 0707
06f5	0100		CLEAR
06f6	0110	0010	PUSH #0010
06f8	0110	0004	PUSH #0004
06fa	0308		ActiveEntity.SetMeshCoordsXZ(POP2, POP1)
06fb	0100		CLEAR
06fc	0110	0033	PUSH #0033
06fe	0110	0f8b	PUSH #0f8b
0700	0309		ActiveEntity.SetCoordsInMeshXZ(POP2, POP1)
0701	0100		CLEAR
0702	0114	1c2e	PUSH Bank0[0385].Bit(6)
0704	0110	0000	PUSH #0000
0706	00e0		WRITE BANK POP2 = POP1
0707	0200	083d	JUMP 083d
0709	0100		CLEAR
070a	011b	0006	PUSH GetSpecial(0006)
070c	0110	002e	PUSH #002e
070e	0070		PUSH POP2 == POP1
070f	0201	0723	JUMPZ(POP1) 0723
0711	0100		CLEAR
0712	0110	000a	PUSH #000a
0714	0110	0010	PUSH #0010
0716	0308		ActiveEntity.SetMeshCoordsXZ(POP2, POP1)
0717	0100		CLEAR
0718	0110	1707	PUSH #1707
071a	0110	07e3	PUSH #07e3
071c	0309		ActiveEntity.SetCoordsInMeshXZ(POP2, POP1)
071d	0100		CLEAR
071e	0110	00e8	PUSH #00e8
0720	0304		ActiveEntity.SetDirectionAndFacing(POP1)
0721	0200	083d	JUMP 083d
0723	0100		CLEAR
0724	011b	0006	PUSH GetSpecial(0006)
0726	0110	002f	PUSH #002f
0728	0070		PUSH POP2 == POP1
0729	0201	073d	JUMPZ(POP1) 073d
072b	0100		CLEAR
072c	0110	000f	PUSH #000f
072e	0110	0008	PUSH #0008
0730	0308		ActiveEntity.SetMeshCoordsXZ(POP2, POP1)
0731	0100		CLEAR
0732	0110	182b	PUSH #182b
0734	0110	161f	PUSH #161f
0736	0309		ActiveEntity.SetCoordsInMeshXZ(POP2, POP1)
0737	0100		CLEAR
0738	0110	0080	PUSH #0080
073a	0304		ActiveEntity.SetDirectionAndFacing(POP1)
073b	0200	083d	JUMP 083d
073d	0100		CLEAR
073e	011b	0006	PUSH GetSpecial(0006)
0740	0110	0030	PUSH #0030
0742	0070		PUSH POP2 == POP1
0743	0201	0757	JUMPZ(POP1) 0757
0745	0100		CLEAR
0746	0110	0010	PUSH #0010
0748	0110	0006	PUSH #0006
074a	0308		ActiveEntity.SetMeshCoordsXZ(POP2, POP1)
074b	0100		CLEAR
074c	0110	13d9	PUSH #13d9
074e	0110	1420	PUSH #1420
0750	0309		ActiveEntity.SetCoordsInMeshXZ(POP2, POP1)
0751	0100		CLEAR
0752	0110	00e3	PUSH #00e3
0754	0304		ActiveEntity.SetDirectionAndFacing(POP1)
0755	0200	083d	JUMP 083d
0757	0100		CLEAR
0758	011b	0006	PUSH GetSpecial(0006)
075a	0110	0031	PUSH #0031
075c	0070		PUSH POP2 == POP1
075d	0201	077b	JUMPZ(POP1) 077b
075f	0100		CLEAR
0760	011b	0007	PUSH GetSpecial(0007)
0762	0110	00fc	PUSH #00fc
0764	0080		PUSH POP2 & POP1
0765	0110	0002	PUSH #0002
0767	00a0		PUSH POP2 | POP1
0768	0319		Op319(POP1)
0769	0100		CLEAR
076a	0110	000a	PUSH #000a
076c	0110	000e	PUSH #000e
076e	0308		ActiveEntity.SetMeshCoordsXZ(POP2, POP1)
076f	0100		CLEAR
0770	0110	0a37	PUSH #0a37
0772	0110	0fc1	PUSH #0fc1
0774	0309		ActiveEntity.SetCoordsInMeshXZ(POP2, POP1)
0775	0100		CLEAR
0776	0110	0080	PUSH #0080
0778	0304		ActiveEntity.SetDirectionAndFacing(POP1)
0779	0200	083d	JUMP 083d
077b	0100		CLEAR
077c	011b	0006	PUSH GetSpecial(0006)
077e	0110	0033	PUSH #0033
0780	0070		PUSH POP2 == POP1
0781	0201	0793	JUMPZ(POP1) 0793
0783	0100		CLEAR
0784	0114	03fc	PUSH Bank0[007f].Bit(4)
0786	0201	0791	JUMPZ(POP1) 0791
0788	0100		CLEAR
0789	0110	0003	PUSH #0003
078b	0300		LoadAndInitModel(POP1)
078c	030c		EnterVehicle()
078d	0100		CLEAR
078e	0110	000a	PUSH #000a
0790	0300		LoadAndInitModel(POP1)
0791	0200	083d	JUMP 083d
0793	0100		CLEAR
0794	011b	0006	PUSH GetSpecial(0006)
0796	0110	0035	PUSH #0035
0798	0070		PUSH POP2 == POP1
0799	0201	07ad	JUMPZ(POP1) 07ad
079b	0100		CLEAR
079c	011b	0000	PUSH GetSpecial(0000)
079e	011b	0001	PUSH GetSpecial(0001)
07a0	0308		ActiveEntity.SetMeshCoordsXZ(POP2, POP1)
07a1	0100		CLEAR
07a2	011f	0002	PUSH GetSpecial(0002)
07a4	011f	0003	PUSH GetSpecial(0003)
07a6	0309		ActiveEntity.SetCoordsInMeshXZ(POP2, POP1)
07a7	0100		CLEAR
07a8	011b	0004	PUSH GetSpecial(0004)
07aa	0304		ActiveEntity.SetDirectionAndFacing(POP1)
07ab	0200	083d	JUMP 083d
07ad	0100		CLEAR
07ae	011b	0006	PUSH GetSpecial(0006)
07b0	0110	0036	PUSH #0036
07b2	0070		PUSH POP2 == POP1
07b3	0201	07d1	JUMPZ(POP1) 07d1
07b5	0100		CLEAR
07b6	0114	1a92	PUSH Bank0[0352].Bit(2)
07b8	0201	07bf	JUMPZ(POP1) 07bf
07ba	0100		CLEAR
07bb	0110	000d	PUSH #000d
07bd	0300		LoadAndInitModel(POP1)
07be	030c		EnterVehicle()
07bf	0100		CLEAR
07c0	0110	0014	PUSH #0014
07c2	0110	0011	PUSH #0011
07c4	0308		ActiveEntity.SetMeshCoordsXZ(POP2, POP1)
07c5	0100		CLEAR
07c6	0110	0fe1	PUSH #0fe1
07c8	0110	1880	PUSH #1880
07ca	0309		ActiveEntity.SetCoordsInMeshXZ(POP2, POP1)
07cb	0100		CLEAR
07cc	0110	00c0	PUSH #00c0
07ce	0304		ActiveEntity.SetDirectionAndFacing(POP1)
07cf	0200	083d	JUMP 083d
07d1	0100		CLEAR
07d2	011b	0006	PUSH GetSpecial(0006)
07d4	0110	0037	PUSH #0037
07d6	0070		PUSH POP2 == POP1
07d7	0201	07eb	JUMPZ(POP1) 07eb
07d9	0100		CLEAR
07da	0110	000b	PUSH #000b
07dc	0110	0016	PUSH #0016
07de	0308		ActiveEntity.SetMeshCoordsXZ(POP2, POP1)
07df	0100		CLEAR
07e0	0110	0b50	PUSH #0b50
07e2	0110	0247	PUSH #0247
07e4	0309		ActiveEntity.SetCoordsInMeshXZ(POP2, POP1)
07e5	0100		CLEAR
07e6	0110	0000	PUSH #0000
07e8	0304		ActiveEntity.SetDirectionAndFacing(POP1)
07e9	0200	083d	JUMP 083d
07eb	0100		CLEAR
07ec	011b	0006	PUSH GetSpecial(0006)
07ee	0110	0039	PUSH #0039
07f0	0070		PUSH POP2 == POP1
07f1	0201	0805	JUMPZ(POP1) 0805
07f3	0100		CLEAR
07f4	0110	0013	PUSH #0013
07f6	0110	000a	PUSH #000a
07f8	0308		ActiveEntity.SetMeshCoordsXZ(POP2, POP1)
07f9	0100		CLEAR
07fa	0110	1d13	PUSH #1d13
07fc	0110	0f0c	PUSH #0f0c
07fe	0309		ActiveEntity.SetCoordsInMeshXZ(POP2, POP1)
07ff	0100		CLEAR
0800	0110	0080	PUSH #0080
0802	0304		ActiveEntity.SetDirectionAndFacing(POP1)
0803	0200	083d	JUMP 083d
0805	0100		CLEAR
0806	011b	0006	PUSH GetSpecial(0006)
0808	0110	003a	PUSH #003a
080a	0070		PUSH POP2 == POP1
080b	0201	081f	JUMPZ(POP1) 081f
080d	0100		CLEAR
080e	0110	0013	PUSH #0013
0810	0110	000a	PUSH #000a
0812	0308		ActiveEntity.SetMeshCoordsXZ(POP2, POP1)
0813	0100		CLEAR
0814	0110	19f2	PUSH #19f2
0816	0110	00f9	PUSH #00f9
0818	0309		ActiveEntity.SetCoordsInMeshXZ(POP2, POP1)
0819	0100		CLEAR
081a	0110	0019	PUSH #0019
081c	0304		ActiveEntity.SetDirectionAndFacing(POP1)
081d	0200	083d	JUMP 083d
081f	0100		CLEAR
0820	011b	0006	PUSH GetSpecial(0006)
0822	0110	003b	PUSH #003b
0824	0070		PUSH POP2 == POP1
0825	0201	083d	JUMPZ(POP1) 083d
0827	0100		CLEAR
0828	0114	03fc	PUSH Bank0[007f].Bit(4)
082a	0201	083d	JUMPZ(POP1) 083d
082c	0100		CLEAR
082d	0110	0003	PUSH #0003
082f	0300		LoadAndInitModel(POP1)
0830	030c		EnterVehicle()
0831	0100		CLEAR
0832	0110	0010	PUSH #0010
0834	0110	0004	PUSH #0004
0836	0308		ActiveEntity.SetMeshCoordsXZ(POP2, POP1)
0837	0100		CLEAR
0838	0110	0033	PUSH #0033
083a	0110	0f8b	PUSH #0f8b
083c	0309		ActiveEntity.SetCoordsInMeshXZ(POP2, POP1)
083d	0200	0a6b	JUMP 0a6b
083f	0100		CLEAR
0840	0114	03db	PUSH Bank0[007b].Bit(3)
0842	0017		PUSH !POP1
0843	0201	0854	JUMPZ(POP1) 0854
0845	0100		CLEAR
0846	0114	1c34	PUSH Bank0[0386].Bit(4)
0848	0201	0854	JUMPZ(POP1) 0854
084a	0100		CLEAR
084b	0110	001d	PUSH #001d
084d	0300		LoadAndInitModel(POP1)
084e	0100		CLEAR
084f	0114	1c3c	PUSH Bank0[0387].Bit(4)
0851	0110	0001	PUSH #0001
0853	00e0		WRITE BANK POP2 = POP1
0854	0100		CLEAR
0855	0114	03d8	PUSH Bank0[007b].Bit(0)
0857	0201	086d	JUMPZ(POP1) 086d
0859	0100		CLEAR
085a	0114	1c34	PUSH Bank0[0386].Bit(4)
085c	0017		PUSH !POP1
085d	0201	086d	JUMPZ(POP1) 086d
085f	0100		CLEAR
0860	0114	1c38	PUSH Bank0[0387].Bit(0)
0862	0201	086d	JUMPZ(POP1) 086d
0864	0100		CLEAR
0865	0110	0003	PUSH #0003
0867	0300		LoadAndInitModel(POP1)
0868	030c		EnterVehicle()
0869	0100		CLEAR
086a	0110	000b	PUSH #000b
086c	0300		LoadAndInitModel(POP1)
086d	0100		CLEAR
086e	0114	03d0	PUSH Bank0[007a].Bit(0)
0870	0017		PUSH !POP1
0871	0201	0877	JUMPZ(POP1) 0877
0873	0100		CLEAR
0874	0110	0007	PUSH #0007
0876	0300		LoadAndInitModel(POP1)
0877	0100		CLEAR
0878	0114	03d3	PUSH Bank0[007a].Bit(3)
087a	0201	0880	JUMPZ(POP1) 0880
087c	0100		CLEAR
087d	0110	0014	PUSH #0014
087f	0300		LoadAndInitModel(POP1)
0880	0100		CLEAR
0881	0114	03d1	PUSH Bank0[007a].Bit(1)
0883	0017		PUSH !POP1
0884	0201	088a	JUMPZ(POP1) 088a
0886	0100		CLEAR
0887	0110	000f	PUSH #000f
0889	0300		LoadAndInitModel(POP1)
088a	0100		CLEAR
088b	0118	0351	PUSH Bank0[0351]
088d	0017		PUSH !POP1
088e	0201	0894	JUMPZ(POP1) 0894
0890	0100		CLEAR
0891	0110	000c	PUSH #000c
0893	0300		LoadAndInitModel(POP1)
0894	0100		CLEAR
0895	011c	0000	PUSH Bank0_16bit[0000]
0897	0110	062c	PUSH #062c
0899	0060		PUSH POP2 < POP1
089a	0201	08a0	JUMPZ(POP1) 08a0
089c	0100		CLEAR
089d	0110	0018	PUSH #0018
089f	0300		LoadAndInitModel(POP1)
08a0	0100		CLEAR
08a1	0110	000e	PUSH #000e
08a3	0300		LoadAndInitModel(POP1)
08a4	0100		CLEAR
08a5	0110	0010	PUSH #0010
08a7	0300		LoadAndInitModel(POP1)
08a8	0100		CLEAR
08a9	0110	0019	PUSH #0019
08ab	0300		LoadAndInitModel(POP1)
08ac	0100		CLEAR
08ad	0114	03d8	PUSH Bank0[007b].Bit(0)
08af	0017		PUSH !POP1
08b0	0201	08be	JUMPZ(POP1) 08be
08b2	0100		CLEAR
08b3	011c	0000	PUSH Bank0_16bit[0000]
08b5	0110	062c	PUSH #062c
08b7	0063		PUSH POP2 >= POP1
08b8	0201	08be	JUMPZ(POP1) 08be
08ba	0100		CLEAR
08bb	0110	000b	PUSH #000b
08bd	0300		LoadAndInitModel(POP1)
08be	0100		CLEAR
08bf	0114	1a93	PUSH Bank0[0352].Bit(3)
08c1	0201	08c7	JUMPZ(POP1) 08c7
08c3	0100		CLEAR
08c4	0110	000a	PUSH #000a
08c6	0300		LoadAndInitModel(POP1)
08c7	0100		CLEAR
08c8	0114	03f8	PUSH Bank0[007f].Bit(0)
08ca	0201	08d0	JUMPZ(POP1) 08d0
08cc	0100		CLEAR
08cd	0110	0006	PUSH #0006
08cf	0300		LoadAndInitModel(POP1)
08d0	0100		CLEAR
08d1	0114	03fa	PUSH Bank0[007f].Bit(2)
08d3	0201	08d9	JUMPZ(POP1) 08d9
08d5	0100		CLEAR
08d6	0110	0005	PUSH #0005
08d8	0300		LoadAndInitModel(POP1)
08d9	0100		CLEAR
08da	0114	03fc	PUSH Bank0[007f].Bit(4)
08dc	0201	08e2	JUMPZ(POP1) 08e2
08de	0100		CLEAR
08df	0110	0003	PUSH #0003
08e1	0300		LoadAndInitModel(POP1)
08e2	0100		CLEAR
08e3	0114	1a83	PUSH Bank0[0350].Bit(3)
08e5	0201	08eb	JUMPZ(POP1) 08eb
08e7	0100		CLEAR
08e8	0110	000d	PUSH #000d
08ea	0300		LoadAndInitModel(POP1)
08eb	0100		CLEAR
08ec	0114	1a92	PUSH Bank0[0352].Bit(2)
08ee	0201	08f4	JUMPZ(POP1) 08f4
08f0	0100		CLEAR
08f1	0110	000d	PUSH #000d
08f3	0300		LoadAndInitModel(POP1)
08f4	0100		CLEAR
08f5	0114	1c20	PUSH Bank0[0384].Bit(0)
08f7	0201	092f	JUMPZ(POP1) 092f
08f9	0100		CLEAR
08fa	0114	03f0	PUSH Bank0[007e].Bit(0)
08fc	0201	0902	JUMPZ(POP1) 0902
08fe	0100		CLEAR
08ff	0110	0004	PUSH #0004
0901	0300		LoadAndInitModel(POP1)
0902	0100		CLEAR
0903	0114	03f2	PUSH Bank0[007e].Bit(2)
0905	0201	090b	JUMPZ(POP1) 090b
0907	0100		CLEAR
0908	0110	0013	PUSH #0013
090a	0300		LoadAndInitModel(POP1)
090b	0100		CLEAR
090c	0114	03f3	PUSH Bank0[007e].Bit(3)
090e	0201	0914	JUMPZ(POP1) 0914
0910	0100		CLEAR
0911	0110	0013	PUSH #0013
0913	0300		LoadAndInitModel(POP1)
0914	0100		CLEAR
0915	0114	03f4	PUSH Bank0[007e].Bit(4)
0917	0201	091d	JUMPZ(POP1) 091d
0919	0100		CLEAR
091a	0110	0013	PUSH #0013
091c	0300		LoadAndInitModel(POP1)
091d	0100		CLEAR
091e	0114	03f5	PUSH Bank0[007e].Bit(5)
0920	0201	0926	JUMPZ(POP1) 0926
0922	0100		CLEAR
0923	0110	0013	PUSH #0013
0925	0300		LoadAndInitModel(POP1)
0926	0100		CLEAR
0927	0114	03f6	PUSH Bank0[007e].Bit(6)
0929	0201	092f	JUMPZ(POP1) 092f
092b	0100		CLEAR
092c	0110	0013	PUSH #0013
092e	0300		LoadAndInitModel(POP1)
092f	0100		CLEAR
0930	011b	000e	PUSH GetSpecial(000e)
0932	0300		LoadAndInitModel(POP1)
0933	0302		SetCurrentEntityAsPlayerEntity()
0934	0100		CLEAR
0935	0114	1c20	PUSH Bank0[0384].Bit(0)
0937	0201	09b8	JUMPZ(POP1) 09b8
0939	0100		CLEAR
093a	0114	03f1	PUSH Bank0[007e].Bit(1)
093c	0201	0975	JUMPZ(POP1) 0975
093e	0100		CLEAR
093f	0114	03f2	PUSH Bank0[007e].Bit(2)
0941	0201	0947	JUMPZ(POP1) 0947
0943	0100		CLEAR
0944	0110	0013	PUSH #0013
0946	0300		LoadAndInitModel(POP1)
0947	0100		CLEAR
0948	0114	03f3	PUSH Bank0[007e].Bit(3)
094a	0201	0950	JUMPZ(POP1) 0950
094c	0100		CLEAR
094d	0110	0013	PUSH #0013
094f	0300		LoadAndInitModel(POP1)
0950	0100		CLEAR
0951	0114	03f4	PUSH Bank0[007e].Bit(4)
0953	0201	0959	JUMPZ(POP1) 0959
0955	0100		CLEAR
0956	0110	0013	PUSH #0013
0958	0300		LoadAndInitModel(POP1)
0959	0100		CLEAR
095a	0114	03f5	PUSH Bank0[007e].Bit(5)
095c	0201	0962	JUMPZ(POP1) 0962
095e	0100		CLEAR
095f	0110	0013	PUSH #0013
0961	0300		LoadAndInitModel(POP1)
0962	0100		CLEAR
0963	0114	03f6	PUSH Bank0[007e].Bit(6)
0965	0201	096b	JUMPZ(POP1) 096b
0967	0100		CLEAR
0968	0110	0013	PUSH #0013
096a	0300		LoadAndInitModel(POP1)
096b	0100		CLEAR
096c	0114	03f0	PUSH Bank0[007e].Bit(0)
096e	0201	0974	JUMPZ(POP1) 0974
0970	0100		CLEAR
0971	0110	0004	PUSH #0004
0973	0300		LoadAndInitModel(POP1)
0974	030c		EnterVehicle()
0975	0100		CLEAR
0976	011b	000a	PUSH GetSpecial(000a)
0978	0201	09aa	JUMPZ(POP1) 09aa
097a	0320		Op320()
097b	0100		CLEAR
097c	0114	1c20	PUSH Bank0[0384].Bit(0)
097e	0110	0000	PUSH #0000
0980	00e0		WRITE BANK POP2 = POP1
0981	0100		CLEAR
0982	0114	1c21	PUSH Bank0[0384].Bit(1)
0984	0201	0998	JUMPZ(POP1) 0998
0986	0100		CLEAR
0987	0110	001b	PUSH #001b
0989	0110	0011	PUSH #0011
098b	0308		ActiveEntity.SetMeshCoordsXZ(POP2, POP1)
098c	0100		CLEAR
098d	0110	1b42	PUSH #1b42
098f	0110	0737	PUSH #0737
0991	0309		ActiveEntity.SetCoordsInMeshXZ(POP2, POP1)
0992	0100		CLEAR
0993	0110	00e0	PUSH #00e0
0995	0304		ActiveEntity.SetDirectionAndFacing(POP1)
0996	0200	09a8	JUMP 09a8
0998	0100		CLEAR
0999	0110	001a	PUSH #001a
099b	0110	0012	PUSH #0012
099d	0308		ActiveEntity.SetMeshCoordsXZ(POP2, POP1)
099e	0100		CLEAR
099f	0110	0cbd	PUSH #0cbd
09a1	0110	0fe6	PUSH #0fe6
09a3	0309		ActiveEntity.SetCoordsInMeshXZ(POP2, POP1)
09a4	0100		CLEAR
09a5	0110	0060	PUSH #0060
09a7	0304		ActiveEntity.SetDirectionAndFacing(POP1)
09a8	0200	09b6	JUMP 09b6
09aa	0100		CLEAR
09ab	0118	0381	PUSH Bank0[0381]
09ad	0110	005a	PUSH #005a
09af	00e0		WRITE BANK POP2 = POP1
09b0	0100		CLEAR
09b1	0114	1c20	PUSH Bank0[0384].Bit(0)
09b3	0110	0000	PUSH #0000
09b5	00e0		WRITE BANK POP2 = POP1
09b6	0200	0a64	JUMP 0a64
09b8	0320		Op320()
09b9	0100		CLEAR
09ba	0114	1c20	PUSH Bank0[0384].Bit(0)
09bc	0110	0000	PUSH #0000
09be	00e0		WRITE BANK POP2 = POP1
09bf	0100		CLEAR
09c0	0118	0054	PUSH Bank0[0054]
09c2	0201	0a2e	JUMPZ(POP1) 0a2e
09c4	0100		CLEAR
09c5	0118	0054	PUSH Bank0[0054]
09c7	0110	0000	PUSH #0000
09c9	00e0		WRITE BANK POP2 = POP1
09ca	0100		CLEAR
09cb	0114	03f1	PUSH Bank0[007e].Bit(1)
09cd	0110	0001	PUSH #0001
09cf	00e0		WRITE BANK POP2 = POP1
09d0	0100		CLEAR
09d1	0114	03f0	PUSH Bank0[007e].Bit(0)
09d3	0110	0001	PUSH #0001
09d5	00e0		WRITE BANK POP2 = POP1
09d6	0100		CLEAR
09d7	0118	0382	PUSH Bank0[0382]
09d9	011b	0000	PUSH GetSpecial(0000)
09db	00e0		WRITE BANK POP2 = POP1
09dc	0100		CLEAR
09dd	0118	0383	PUSH Bank0[0383]
09df	011b	0001	PUSH GetSpecial(0001)
09e1	00e0		WRITE BANK POP2 = POP1
09e2	0100		CLEAR
09e3	011c	0388	PUSH Bank0_16bit[0388]
09e5	011f	0002	PUSH GetSpecial(0002)
09e7	00e0		WRITE BANK POP2 = POP1
09e8	0100		CLEAR
09e9	011c	038a	PUSH Bank0_16bit[038a]
09eb	011f	0003	PUSH GetSpecial(0003)
09ed	00e0		WRITE BANK POP2 = POP1
09ee	0100		CLEAR
09ef	0110	0004	PUSH #0004
09f1	0300		LoadAndInitModel(POP1)
09f2	0100		CLEAR
09f3	0118	0382	PUSH Bank0[0382]
09f5	0118	0383	PUSH Bank0[0383]
09f7	0308		ActiveEntity.SetMeshCoordsXZ(POP2, POP1)
09f8	0100		CLEAR
09f9	011c	0388	PUSH Bank0_16bit[0388]
09fb	011c	038a	PUSH Bank0_16bit[038a]
09fd	0309		ActiveEntity.SetCoordsInMeshXZ(POP2, POP1)
09fe	030c		EnterVehicle()
09ff	0100		CLEAR
0a00	0114	03f2	PUSH Bank0[007e].Bit(2)
0a02	0201	0a08	JUMPZ(POP1) 0a08
0a04	0100		CLEAR
0a05	0110	0013	PUSH #0013
0a07	0300		LoadAndInitModel(POP1)
0a08	0100		CLEAR
0a09	0114	03f3	PUSH Bank0[007e].Bit(3)
0a0b	0201	0a11	JUMPZ(POP1) 0a11
0a0d	0100		CLEAR
0a0e	0110	0013	PUSH #0013
0a10	0300		LoadAndInitModel(POP1)
0a11	0100		CLEAR
0a12	0114	03f4	PUSH Bank0[007e].Bit(4)
0a14	0201	0a1a	JUMPZ(POP1) 0a1a
0a16	0100		CLEAR
0a17	0110	0013	PUSH #0013
0a19	0300		LoadAndInitModel(POP1)
0a1a	0100		CLEAR
0a1b	0114	03f5	PUSH Bank0[007e].Bit(5)
0a1d	0201	0a23	JUMPZ(POP1) 0a23
0a1f	0100		CLEAR
0a20	0110	0013	PUSH #0013
0a22	0300		LoadAndInitModel(POP1)
0a23	0100		CLEAR
0a24	0114	03f6	PUSH Bank0[007e].Bit(6)
0a26	0201	0a2c	JUMPZ(POP1) 0a2c
0a28	0100		CLEAR
0a29	0110	0013	PUSH #0013
0a2b	0300		LoadAndInitModel(POP1)
0a2c	0200	0a64	JUMP 0a64
0a2e	0100		CLEAR
0a2f	0114	03f0	PUSH Bank0[007e].Bit(0)
0a31	0201	0a37	JUMPZ(POP1) 0a37
0a33	0100		CLEAR
0a34	0110	0004	PUSH #0004
0a36	0300		LoadAndInitModel(POP1)
0a37	0100		CLEAR
0a38	0114	03f2	PUSH Bank0[007e].Bit(2)
0a3a	0201	0a40	JUMPZ(POP1) 0a40
0a3c	0100		CLEAR
0a3d	0110	0013	PUSH #0013
0a3f	0300		LoadAndInitModel(POP1)
0a40	0100		CLEAR
0a41	0114	03f3	PUSH Bank0[007e].Bit(3)
0a43	0201	0a49	JUMPZ(POP1) 0a49
0a45	0100		CLEAR
0a46	0110	0013	PUSH #0013
0a48	0300		LoadAndInitModel(POP1)
0a49	0100		CLEAR
0a4a	0114	03f4	PUSH Bank0[007e].Bit(4)
0a4c	0201	0a52	JUMPZ(POP1) 0a52
0a4e	0100		CLEAR
0a4f	0110	0013	PUSH #0013
0a51	0300		LoadAndInitModel(POP1)
0a52	0100		CLEAR
0a53	0114	03f5	PUSH Bank0[007e].Bit(5)
0a55	0201	0a5b	JUMPZ(POP1) 0a5b
0a57	0100		CLEAR
0a58	0110	0013	PUSH #0013
0a5a	0300		LoadAndInitModel(POP1)
0a5b	0100		CLEAR
0a5c	0114	03f6	PUSH Bank0[007e].Bit(6)
0a5e	0201	0a64	JUMPZ(POP1) 0a64
0a60	0100		CLEAR
0a61	0110	0013	PUSH #0013
0a63	0300		LoadAndInitModel(POP1)
0a64	0320		Op320()
0a65	0100		CLEAR
0a66	0114	1c20	PUSH Bank0[0384].Bit(0)
0a68	0110	0000	PUSH #0000
0a6a	00e0		WRITE BANK POP2 = POP1
0a6b	0100		CLEAR
0a6c	0110	0000	PUSH #0000
0a6e	0110	0001	PUSH #0001
0a70	0310		SetActivePoint(POP2, POP1)
0a71	0100		CLEAR
0a72	0110	0016	PUSH #0016
0a74	0110	000e	PUSH #000e
0a76	0311		SetPointMeshCoordsXZ(POP2, POP1)
0a77	0100		CLEAR
0a78	0110	1505	PUSH #1505
0a7a	0110	14e1	PUSH #14e1
0a7c	0312		SetPointCoordsInMeshXZ(POP2, POP1)
0a7d	0100		CLEAR
0a7e	0110	003c	PUSH #003c
0a80	0110	005a	PUSH #005a
0a82	0110	0064	PUSH #0064
0a84	0313		SetPointTerrainBGR(POP3, POP2, POP1)
0a85	0100		CLEAR
0a86	0110	000a	PUSH #000a
0a88	0110	000a	PUSH #000a
0a8a	0314		SetPointDropoffParams(POP2, POP1)
0a8b	0100		CLEAR
0a8c	0110	0000	PUSH #0000
0a8e	0110	0000	PUSH #0000
0a90	0110	0041	PUSH #0041
0a92	0315		SetPointSkyBGR(POP3, POP2, POP1)
0a93	0100		CLEAR
0a94	0110	0091	PUSH #0091
0a96	0110	00ff	PUSH #00ff
0a98	0110	00be	PUSH #00be
